yr;city;Elevação Máxima;Média de temperatura;Média de temperatura Mínima;Média de temperatura Máxima;Precipitação por ano;Média de umidade;Média de umidade Mínima;Média de umidade Máxima;Média da velocidade do Vento;Média da velocidade das rajadas de Vento
2010;Cananéia;734.00;21.798926940639337;21.137751141552616;22.482910958904135;261.7999999999997;65.75456621004567;62.72682648401827;68.69440639269406;1.379543378995439;4.435639269406392
