yr;city;Elevação Máxima;Média de temperatura;Média de temperatura Mínima;Média de temperatura Máxima;Precipitação por ano;Média de umidade;Média de umidade Mínima;Média de umidade Máxima;Média da velocidade do Vento;Média da velocidade das rajadas de Vento
2013;Pariquera-Açu;540.00;21.789566210045642;21.015547945205448;22.58906392694071;1143.8000000000081;69.68139269406393;66.3824200913242;72.92568493150685;2.055707762557087;4.567043378995419
