yr;city;Elevação Máxima;Média de temperatura;Média de temperatura Mínima;Média de temperatura Máxima;Precipitação por ano;Média de umidade;Média de umidade Mínima;Média de umidade Máxima;Média da velocidade do Vento;Média da velocidade das rajadas de Vento
2009;Cananéia;734.00;21.552796803653095;20.972831050228333;22.174611872146205;362.5999999999998;72.7904109589041;69.8433789954338;75.63116438356164;1.5294520547945258;4.266757990867592
