city;yr;mo;da;latitude;prcp_dia;tmax;tmin;med_temp
Cajati;2007;12;27;23;0.0;30.2;17.8;24.133333333333336
Cajati;2007;12;28;23;0.0;31.9;18.9;25.283333333333335
Cajati;2007;12;29;23;0.0;32.7;19.4;26.45416666666667
Cajati;2007;12;3;23;0.0;35.0;19.6;27.454166666666666
Cajati;2007;12;30;23;0.0;33.2;21.3;26.58333333333334
Cajati;2007;12;31;23;0.0;32.0;19.9;26.254166666666663
Cajati;2007;12;4;23;0.0;32.7;18.9;24.966666666666658
Cajati;2007;12;5;23;0.0;26.2;18.0;21.754166666666663
Cajati;2007;12;6;23;0.0;27.3;19.2;22.349999999999998
Cajati;2007;12;7;23;0.0;26.7;17.8;21.512500000000003
Cajati;2007;12;8;23;0.0;28.4;18.1;21.450000000000003
Cajati;2007;12;9;23;0.0;30.4;19.1;23.52083333333334
Cajati;2007;2;1;23;0.0;31.0;0.0;22.149999999999995
Cajati;2007;2;10;23;0.0;29.6;20.5;23.229166666666668
Cajati;2007;2;11;23;0.0;27.8;18.2;22.07916666666667
Cajati;2007;2;12;23;0.0;24.8;16.2;19.591666666666665
Cajati;2007;2;13;23;0.0;25.9;15.0;19.64166666666667
Cajati;2007;2;14;23;0.0;25.8;16.1;20.14166666666667
Cajati;2007;2;15;23;0.0;28.9;16.4;21.504166666666663
Cajati;2007;2;16;23;0.0;30.7;17.7;23.92916666666666
Cajati;2007;2;17;23;0.0;31.4;18.5;25.012500000000003
Cajati;2007;2;18;23;0.0;30.9;19.3;24.929166666666664
Cajati;2007;2;19;23;0.0;28.6;19.8;22.60833333333333
Cajati;2007;2;2;23;0.0;30.0;0.0;20.216666666666665
Cajati;2007;2;20;23;0.0;28.7;20.3;23.462500000000002
Cajati;2007;2;21;23;0.0;30.7;20.5;23.987499999999997
Cajati;2007;2;22;23;0.0;30.8;20.3;25.09583333333333
Cajati;2007;2;23;23;0.0;30.8;21.1;25.77916666666667
Cajati;2007;2;24;23;0.0;31.9;18.9;25.437499999999996
Cajati;2007;2;25;23;0.0;29.8;20.4;24.133333333333326
Cajati;2007;2;26;23;0.0;27.3;19.3;22.875000000000004
Cajati;2007;2;27;23;0.0;27.6;18.9;21.825000000000003
Cajati;2007;2;28;23;0.0;27.4;18.6;22.129166666666666
Cajati;2007;2;3;23;0.0;29.3;0.0;17.808333333333334
Cajati;2007;2;4;23;0.0;30.0;0.0;13.025
Cajati;2007;2;5;23;0.0;30.9;0.0;21.34583333333333
Cajati;2007;2;6;23;0.0;29.9;19.4;23.84166666666667
Cajati;2007;2;7;23;0.0;29.2;21.0;24.20833333333333
Cajati;2007;2;8;23;0.0;27.4;20.4;23.04583333333333
Cajati;2007;2;9;23;0.0;27.8;20.4;22.595833333333335
Cajati;2007;3;1;23;0.0;27.7;19.1;22.71666666666667
Cajati;2007;3;10;23;0.0;31.1;20.2;24.38333333333333
Cajati;2007;3;11;23;0.0;29.3;19.9;23.379166666666663
Cajati;2007;3;12;23;0.0;29.7;20.3;23.00833333333333
Cajati;2007;3;13;23;0.0;28.3;19.0;22.63333333333333
Cajati;2007;3;14;23;0.0;28.8;17.2;22.425
Cajati;2007;3;15;23;0.0;29.2;19.0;22.999999999999996
Cajati;2007;3;16;23;0.0;29.0;19.8;23.575
Cajati;2007;3;17;23;0.0;24.3;19.3;21.2375
Cajati;2007;3;18;23;0.0;26.7;19.3;21.0375
Cajati;2007;3;19;23;0.0;25.7;18.1;21.275
Cajati;2007;3;2;23;0.0;30.7;20.5;25.05
Cajati;2007;3;20;23;0.0;26.0;14.5;19.491666666666667
Cajati;2007;3;21;23;0.0;27.4;14.2;20.54583333333333
Cajati;2007;3;22;23;0.0;27.7;16.6;21.958333333333332
Cajati;2007;3;23;23;0.0;28.5;19.6;23.35416666666667
Cajati;2007;3;24;23;0.0;30.9;18.7;23.99166666666667
Cajati;2007;3;25;23;0.0;31.3;18.7;25.025000000000002
Cajati;2007;3;26;23;0.0;31.0;17.7;24.150000000000006
Cajati;2007;3;27;23;0.0;31.9;19.8;25.75833333333333
Cajati;2007;3;28;23;0.0;32.5;18.7;26.683333333333326
Cajati;2007;3;29;23;0.0;32.7;18.9;26.829166666666666
Cajati;2007;3;3;23;0.0;32.2;21.0;25.979166666666668
Cajati;2007;3;30;23;0.0;31.2;18.8;24.416666666666668
Cajati;2007;3;31;23;0.0;32.3;19.5;24.691666666666666
Cajati;2007;3;4;23;0.0;31.0;19.5;24.908333333333335
Cajati;2007;3;5;23;0.0;32.3;19.2;25.39166666666667
Cajati;2007;3;6;23;0.0;32.8;18.2;25.729166666666668
Cajati;2007;3;7;23;0.0;32.1;17.8;24.220833333333335
Cajati;2007;3;8;23;0.0;31.3;19.5;23.89583333333334
Cajati;2007;3;9;23;0.0;31.4;19.4;24.64166666666667
Cajati;2007;4;1;23;0.0;31.1;20.9;24.941666666666663
Cajati;2007;4;10;23;0.0;25.8;16.2;20.020833333333336
Cajati;2007;4;11;23;0.0;28.5;16.2;21.566666666666663
Cajati;2007;4;12;23;0.0;28.9;16.3;22.42083333333333
Cajati;2007;4;13;23;0.0;24.9;19.3;21.208333333333332
Cajati;2007;4;14;23;0.0;28.6;17.8;21.970833333333335
Cajati;2007;4;15;23;0.0;29.5;16.9;22.28333333333333
Cajati;2007;4;16;23;0.0;28.5;18.9;23.05
Cajati;2007;4;17;23;0.0;27.3;17.7;21.799999999999997
Cajati;2007;4;18;23;0.0;28.1;17.2;21.700000000000003
Cajati;2007;4;19;23;0.0;28.7;17.5;21.991666666666664
Cajati;2007;4;2;23;0.0;31.7;20.3;25.087500000000006
Cajati;2007;4;20;23;0.0;28.6;17.5;21.67916666666667
Cajati;2007;4;21;23;0.0;27.5;18.7;21.46666666666667
Cajati;2007;4;22;23;0.0;27.5;17.7;21.9875
Cajati;2007;4;23;23;0.0;28.3;17.6;22.650000000000006
Cajati;2007;4;24;23;0.0;29.1;18.3;23.983333333333334
Cajati;2007;4;25;23;0.0;27.7;19.6;22.72916666666667
Cajati;2007;4;26;23;0.0;27.3;19.7;22.183333333333326
Cajati;2007;4;27;23;0.0;19.8;14.1;17.704166666666666
Cajati;2007;4;28;23;0.0;20.8;13.2;16.245833333333334
Cajati;2007;4;29;23;0.0;24.2;15.6;18.233333333333338
Cajati;2007;4;3;23;0.0;32.1;20.6;25.22916666666667
Cajati;2007;4;30;23;0.0;23.4;15.5;18.766666666666666
Cajati;2007;4;4;23;0.0;30.5;20.4;24.470833333333335
Cajati;2007;4;5;23;0.0;26.2;20.1;22.13333333333333
Cajati;2007;4;6;23;0.0;26.4;17.1;20.962500000000002
Cajati;2007;4;7;23;0.0;24.9;16.8;19.8625
Cajati;2007;4;8;23;0.0;24.8;17.9;20.395833333333332
Cajati;2007;4;9;23;0.0;25.0;17.8;20.75833333333333
Cajati;2007;5;1;23;0.0;26.1;14.1;19.20416666666667
Cajati;2007;5;10;23;0.0;9.8;10.2;13.204166666666667
Cajati;2007;5;11;23;0.0;22.0;12.0;15.620833333333332
Cajati;2007;5;12;23;0.0;26.9;13.6;19.6375
Cajati;2007;5;13;23;0.0;26.3;0.0;17.39166666666667
Cajati;2007;5;14;23;0.0;26.0;0.0;19.2375
Cajati;2007;5;15;23;0.0;22.3;14.5;17.770833333333336
Cajati;2007;5;16;23;0.0;28.8;14.4;20.687499999999996
Cajati;2007;5;17;23;0.0;29.4;17.8;22.220833333333335
Cajati;2007;5;18;23;0.0;27.8;14.6;20.354166666666664
Cajati;2007;5;19;23;0.0;20.1;15.9;17.304166666666664
Cajati;2007;5;2;23;0.0;27.7;11.5;20.074999999999996
Cajati;2007;5;20;23;0.0;24.6;14.7;18.295833333333334
Cajati;2007;5;21;23;0.0;27.4;13.7;20.045833333333334
Cajati;2007;5;22;23;0.0;21.5;17.0;18.774999999999995
Cajati;2007;5;23;23;0.0;17.8;0.0;16.937500000000004
Cajati;2007;5;24;23;0.0;9.9;10.5;10.9625
Cajati;2007;5;25;23;0.0;9.4;10.1;11.820833333333335
Cajati;2007;5;26;23;0.0;9.9;10.1;14.045833333333333
Cajati;2007;5;27;23;0.0;20.5;13.4;15.824999999999998
Cajati;2007;5;28;23;0.0;20.3;10.4;13.683333333333337
Cajati;2007;5;29;23;0.0;20.0;12.6;15.795833333333329
Cajati;2007;5;3;23;0.0;25.3;16.0;20.154166666666665
Cajati;2007;5;30;23;0.0;9.9;10.4;10.216666666666667
Cajati;2007;5;31;23;0.0;9.9;0.0;12.720833333333331
Cajati;2007;5;4;23;0.0;26.2;16.9;20.520833333333332
Cajati;2007;5;5;23;0.0;27.3;15.7;20.437499999999996
Cajati;2007;5;6;23;0.0;26.7;14.1;20.2375
Cajati;2007;5;7;23;0.0;28.5;14.3;21.012500000000003
Cajati;2007;5;8;23;0.0;24.8;17.6;20.245833333333334
Cajati;2007;5;9;23;0.0;18.7;10.3;14.541666666666666
Cajati;2007;6;1;23;0.0;25.6;10.5;17.604166666666668
Cajati;2007;6;10;23;0.0;27.1;12.9;19.2375
Cajati;2007;6;11;23;0.0;26.0;0.0;15.191666666666668
Cajati;2007;6;12;23;0.0;26.4;11.2;18.025000000000002
Cajati;2007;6;13;23;0.0;26.3;11.2;18.079166666666662
Cajati;2007;6;14;23;0.0;27.6;11.8;18.820833333333336
Cajati;2007;6;15;23;0.0;28.0;12.3;19.3125
Cajati;2007;6;16;23;0.0;26.9;14.1;19.94583333333334
Cajati;2007;6;17;23;0.0;27.1;13.0;18.245833333333334
Cajati;2007;6;18;23;0.0;28.1;14.0;20.041666666666668
Cajati;2007;6;19;23;0.0;25.4;14.0;19.095833333333335
Cajati;2007;6;2;23;0.0;19.9;15.8;17.291666666666668
Cajati;2007;6;20;23;0.0;25.6;11.8;19.17083333333333
Cajati;2007;6;21;23;0.0;25.2;12.0;18.145833333333332
Cajati;2007;6;22;23;0.0;25.3;12.5;18.3625
Cajati;2007;6;23;23;0.0;26.3;12.9;18.3625
Cajati;2007;6;24;23;0.0;26.7;12.3;18.59166666666667
Cajati;2007;6;25;23;0.0;20.0;13.8;15.729166666666666
Cajati;2007;6;26;23;0.0;24.7;12.4;17.329166666666666
Cajati;2007;6;27;23;0.0;26.4;14.7;19.51666666666667
Cajati;2007;6;28;23;0.0;25.8;13.7;19.537499999999998
Cajati;2007;6;29;23;0.0;22.6;12.0;15.429166666666669
Cajati;2007;6;3;23;0.0;19.2;11.1;15.570833333333335
Cajati;2007;6;30;23;0.0;9.7;10.1;15.699999999999998
Cajati;2007;6;4;23;0.0;9.8;10.4;11.887500000000001
Cajati;2007;6;5;23;0.0;8.8;10.6;12.091666666666667
Cajati;2007;6;6;23;0.0;9.8;12.9;14.379166666666665
Cajati;2007;6;7;23;0.0;27.3;0.0;17.416666666666668
Cajati;2007;6;8;23;0.0;27.5;12.6;19.558333333333334
Cajati;2007;6;9;23;0.0;27.4;14.0;20.645833333333332
Cajati;2007;7;1;23;0.0;9.8;10.3;13.733333333333334
Cajati;2007;7;10;23;0.0;28.0;12.0;19.570833333333333
Cajati;2007;7;11;23;0.0;21.9;12.6;16.691666666666666
Cajati;2007;7;12;23;0.0;9.9;10.0;12.487499999999999
Cajati;2007;7;13;23;0.0;9.7;10.0;16.395833333333332
Cajati;2007;7;14;23;0.0;27.2;16.3;20.858333333333338
Cajati;2007;7;15;23;0.0;25.6;15.1;19.162500000000005
Cajati;2007;7;16;23;0.0;18.6;13.5;15.587499999999997
Cajati;2007;7;17;23;0.0;16.1;13.8;14.904166666666667
Cajati;2007;7;18;23;0.0;20.2;12.7;15.241666666666669
Cajati;2007;7;19;23;0.0;9.9;10.6;12.4625
Cajati;2007;7;2;23;0.0;9.9;10.3;13.30833333333333
Cajati;2007;7;20;23;0.0;23.7;10.1;15.054166666666667
Cajati;2007;7;21;23;0.0;9.9;10.2;16.7125
Cajati;2007;7;22;23;0.0;27.8;15.1;20.958333333333332
Cajati;2007;7;23;23;0.0;23.1;14.6;18.216666666666665
Cajati;2007;7;24;23;0.0;16.9;12.1;14.279166666666667
Cajati;2007;7;25;23;0.0;17.4;10.3;15.329166666666667
Cajati;2007;7;26;23;0.0;9.7;10.1;9.845833333333337
Cajati;2007;7;27;23;0.0;9.9;10.5;10.625
Cajati;2007;7;28;23;0.0;9.9;0.0;8.970833333333333
Cajati;2007;7;29;23;0.0;9.4;10.6;8.908333333333333
Cajati;2007;7;3;23;0.0;9.9;10.1;15.083333333333334
Cajati;2007;7;30;23;0.0;9.6;11.3;10.708333333333334
Cajati;2007;7;31;23;0.0;9.6;10.0;14.075000000000001
Cajati;2007;7;4;23;0.0;9.4;10.1;16.587499999999995
Cajati;2007;7;5;23;0.0;26.9;14.2;19.599999999999998
Cajati;2007;7;6;23;0.0;27.5;14.9;19.858333333333334
Cajati;2007;7;7;23;0.0;27.2;13.3;19.925
Cajati;2007;7;8;23;0.0;27.4;15.1;19.966666666666665
Cajati;2007;7;9;23;0.0;27.8;13.2;19.76666666666667
Cajati;2007;8;1;23;0.0;25.7;11.1;18.191666666666666
Cajati;2007;8;10;23;0.0;27.4;15.9;21.49166666666667
Cajati;2007;8;11;23;0.0;24.0;13.1;18.925000000000004
Cajati;2007;8;12;23;0.0;24.3;11.3;15.533333333333331
Cajati;2007;8;13;23;0.0;26.1;10.8;18.041666666666664
Cajati;2007;8;14;23;0.0;26.4;13.5;20.20416666666667
Cajati;2007;8;15;23;0.0;25.9;16.4;20.47916666666667
Cajati;2007;8;16;23;0.0;26.6;12.3;19.754166666666666
Cajati;2007;8;17;23;0.0;24.4;11.1;18.066666666666663
Cajati;2007;8;18;23;0.0;25.2;10.8;16.77916666666667
Cajati;2007;8;19;23;0.0;27.1;12.1;18.3875
Cajati;2007;8;2;23;0.0;26.9;11.9;19.037500000000005
Cajati;2007;8;20;23;0.0;26.9;13.9;19.625000000000004
Cajati;2007;8;21;23;0.0;21.0;10.7;15.229166666666666
Cajati;2007;8;22;23;0.0;9.4;10.1;15.041666666666666
Cajati;2007;8;23;23;0.0;28.0;11.1;17.724999999999998
Cajati;2007;8;24;23;0.0;28.7;14.0;20.5625
Cajati;2007;8;25;23;0.0;30.1;12.9;21.549999999999997
Cajati;2007;8;26;23;0.0;30.1;18.6;23.229166666666668
Cajati;2007;8;27;23;0.0;25.4;16.9;20.89166666666667
Cajati;2007;8;28;23;0.0;18.9;12.3;14.279166666666669
Cajati;2007;8;29;23;0.0;19.4;10.8;13.762500000000001
Cajati;2007;8;3;23;0.0;25.4;11.1;17.725
Cajati;2007;8;30;23;0.0;21.1;12.6;15.549999999999995
Cajati;2007;8;31;23;0.0;27.6;13.5;19.570833333333333
Cajati;2007;8;4;23;0.0;26.8;12.2;18.825
Cajati;2007;8;5;23;0.0;22.0;11.9;15.720833333333333
Cajati;2007;8;6;23;0.0;25.4;0.0;15.070833333333335
Cajati;2007;8;7;23;0.0;27.2;15.5;20.7
Cajati;2007;8;8;23;0.0;27.7;11.9;18.89583333333333
Cajati;2007;8;9;23;0.0;27.4;11.4;19.099999999999998
Cajati;2007;9;1;23;0.0;29.1;15.8;21.52083333333334
Cajati;2007;9;10;23;0.0;29.2;13.4;20.775000000000006
Cajati;2007;9;11;23;0.0;29.0;15.4;21.8
Cajati;2007;9;12;23;0.0;29.4;14.2;21.41666666666667
Cajati;2007;9;13;23;0.0;29.3;13.9;21.375
Cajati;2007;9;14;23;0.0;31.0;14.5;22.9375
Cajati;2007;9;15;23;0.0;32.0;17.0;24.670833333333334
Cajati;2007;9;16;23;0.0;31.6;15.5;24.141666666666666
Cajati;2007;9;17;23;0.0;24.1;15.8;18.97083333333333
Cajati;2007;9;18;23;0.0;30.6;15.4;20.937500000000004
Cajati;2007;9;19;23;0.0;31.2;14.6;21.35833333333333
Cajati;2007;9;2;23;0.0;30.7;14.6;22.279166666666665
Cajati;2007;9;20;23;0.0;33.8;20.2;26.63333333333333
Cajati;2007;9;21;23;0.0;31.1;18.1;24.104166666666668
Cajati;2007;9;22;23;0.0;32.7;18.6;24.870833333333337
Cajati;2007;9;23;23;0.0;34.5;16.0;25.15833333333333
Cajati;2007;9;24;23;0.0;29.1;17.9;23.854166666666668
Cajati;2007;9;25;23;0.0;19.2;11.7;14.954166666666667
Cajati;2007;9;26;23;0.0;19.2;11.6;14.245833333333337
Cajati;2007;9;27;23;0.0;29.6;13.1;18.7625
Cajati;2007;9;28;23;0.0;24.5;16.0;20.458333333333336
Cajati;2007;9;29;23;0.0;23.1;15.9;18.691666666666666
Cajati;2007;9;3;23;0.0;30.3;13.1;21.5625
Cajati;2007;9;30;23;0.0;23.4;13.3;17.283333333333335
Cajati;2007;9;4;23;0.0;29.8;19.2;23.787500000000005
Cajati;2007;9;5;23;0.0;28.8;19.0;23.40833333333333
Cajati;2007;9;6;23;0.0;29.6;18.4;23.61666666666667
Cajati;2007;9;7;23;0.0;30.1;19.3;24.212500000000002
Cajati;2007;9;8;23;0.0;30.4;16.0;24.141666666666666
Cajati;2007;9;9;23;0.0;29.6;12.6;21.20833333333333
Cajati;2008;1;1;23;0.0;27.8;18.4;22.679166666666664
Cajati;2008;1;10;23;0.0;31.5;18.1;24.474999999999994
Cajati;2008;1;11;23;0.0;30.6;21.2;25.22083333333333
Cajati;2008;1;12;23;0.0;28.2;19.7;22.21666666666667
Cajati;2008;1;13;23;0.0;25.8;19.7;22.0125
Cajati;2008;1;14;23;0.0;27.2;19.7;22.045833333333334
Cajati;2008;1;15;23;0.0;26.9;18.4;21.537499999999998
Cajati;2008;1;16;23;0.0;28.9;16.3;22.645833333333332
Cajati;2008;1;17;23;0.0;27.3;18.9;21.2375
Cajati;2008;1;18;23;0.0;27.0;20.6;22.412500000000005
Cajati;2008;1;19;23;0.0;27.4;20.0;21.57083333333333
Cajati;2008;1;2;23;0.0;27.1;18.6;22.129166666666663
Cajati;2008;1;20;23;0.0;24.8;17.6;20.575000000000003
Cajati;2008;1;21;23;0.0;21.6;16.8;18.425
Cajati;2008;1;22;23;0.0;21.8;16.0;18.2625
Cajati;2008;1;23;23;0.0;23.3;14.3;18.683333333333334
Cajati;2008;1;24;23;0.0;25.3;16.7;20.329166666666666
Cajati;2008;1;25;23;0.0;22.6;17.2;19.5125
Cajati;2008;1;26;23;0.0;24.5;17.2;20.020833333333332
Cajati;2008;1;27;23;0.0;21.7;16.8;19.0875
Cajati;2008;1;28;23;0.0;21.6;16.9;18.662499999999998
Cajati;2008;1;29;23;0.0;20.5;17.7;18.566666666666666
Cajati;2008;1;3;23;0.0;29.2;21.1;23.325
Cajati;2008;1;30;23;0.0;23.5;17.1;19.183333333333334
Cajati;2008;1;31;23;0.0;27.8;17.9;21.037499999999998
Cajati;2008;1;4;23;0.0;29.0;19.3;22.5
Cajati;2008;1;5;23;0.0;29.6;19.3;23.254166666666666
Cajati;2008;1;6;23;0.0;26.7;19.2;22.600000000000005
Cajati;2008;1;7;23;0.0;28.6;17.3;22.308333333333334
Cajati;2008;1;8;23;0.0;29.9;17.5;23.54583333333333
Cajati;2008;1;9;23;0.0;31.0;17.8;23.945833333333336
Cajati;2008;10;1;23;0.0;31.0;14.9;21.858333333333334
Cajati;2008;10;10;23;0.0;26.4;12.8;18.20416666666667
Cajati;2008;10;11;23;4.6;24.2;13.3;17.587500000000002
Cajati;2008;10;12;23;11.8;27.9;16.8;21.400000000000002
Cajati;2008;10;13;23;0.0;31.5;17.5;24.295833333333334
Cajati;2008;10;14;23;0.2;34.1;18.9;25.583333333333332
Cajati;2008;10;15;23;0.0;34.0;0.0;24.162499999999998
Cajati;2008;10;16;23;0.0;30.3;0.0;22.47083333333333
Cajati;2008;10;17;23;0.0;23.8;18.2;20.05416666666667
Cajati;2008;10;18;23;3.4;25.8;15.2;19.233333333333334
Cajati;2008;10;19;23;5.0;19.2;15.6;17.141666666666666
Cajati;2008;10;2;23;35.60000000000001;24.0;16.7;19.374999999999996
Cajati;2008;10;20;23;0.0;26.2;15.8;19.68333333333333
Cajati;2008;10;21;23;0.0;26.6;16.7;20.420833333333334
Cajati;2008;10;22;23;0.2;26.8;0.0;20.845833333333335
Cajati;2008;10;23;23;0.0;31.0;0.0;22.016666666666662
Cajati;2008;10;24;23;0.0;32.7;0.0;23.870833333333337
Cajati;2008;10;25;23;0.0;33.9;19.1;25.895833333333332
Cajati;2008;10;26;23;0.0;32.8;18.2;24.866666666666664
Cajati;2008;10;27;23;5.4;31.7;0.0;22.15416666666667
Cajati;2008;10;28;23;0.0;25.3;0.0;18.55416666666667
Cajati;2008;10;29;23;1.8;31.2;0.0;19.270833333333332
Cajati;2008;10;3;23;0.2;26.7;15.5;20.64166666666667
Cajati;2008;10;30;23;27.799999999999997;24.0;16.9;20.124999999999996
Cajati;2008;10;31;23;0.4;20.6;0.0;17.791666666666664
Cajati;2008;10;4;23;1.0;28.2;17.3;21.441666666666666
Cajati;2008;10;5;23;31.399999999999995;20.9;16.1;18.204166666666666
Cajati;2008;10;6;23;0.2;19.4;13.8;16.191666666666666
Cajati;2008;10;7;23;0.6000000000000001;24.1;14.1;17.504166666666666
Cajati;2008;10;8;23;0.0;18.2;13.4;15.283333333333331
Cajati;2008;10;9;23;0.0;22.2;0.0;14.104166666666666
Cajati;2008;11;1;23;0.0;27.1;13.3;18.99166666666667
Cajati;2008;11;10;23;0.2;29.3;0.0;21.141666666666662
Cajati;2008;11;11;23;0.2;27.3;17.7;21.79166666666666
Cajati;2008;11;12;23;9.199999999999998;26.6;16.4;19.9875
Cajati;2008;11;13;23;0.0;26.2;15.5;19.05833333333333
Cajati;2008;11;14;23;0.0;28.3;16.6;21.775000000000002
Cajati;2008;11;15;23;0.0;30.8;16.6;23.079166666666662
Cajati;2008;11;16;23;0.0;31.5;0.0;22.037499999999998
Cajati;2008;11;17;23;0.0;25.9;16.0;19.566666666666666
Cajati;2008;11;18;23;0.0;27.3;16.2;20.2875
Cajati;2008;11;19;23;0.0;25.9;13.6;18.933333333333334
Cajati;2008;11;2;23;0.8;24.5;17.5;20.395833333333336
Cajati;2008;11;20;23;0.0;26.0;12.6;18.175
Cajati;2008;11;21;23;11.0;26.2;0.0;16.045833333333338
Cajati;2008;11;22;23;4.0;26.2;0.0;14.991666666666665
Cajati;2008;11;23;23;0.0;27.7;0.0;17.483333333333334
Cajati;2008;11;24;23;0.0;29.0;0.0;17.770833333333332
Cajati;2008;11;25;23;0.0;27.3;0.0;17.07916666666667
Cajati;2008;11;26;23;22.0;26.3;0.0;17.779166666666665
Cajati;2008;11;27;23;0.0;28.1;0.0;16.95
Cajati;2008;11;28;23;0.0;27.9;0.0;20.175
Cajati;2008;11;29;23;0.0;29.2;16.3;21.400000000000006
Cajati;2008;11;3;23;0.0;27.0;0.0;19.999999999999996
Cajati;2008;11;30;23;0.0;30.1;16.2;21.97083333333333
Cajati;2008;11;4;23;0.0;29.4;17.4;22.083333333333332
Cajati;2008;11;5;23;0.2;29.2;18.1;22.14166666666667
Cajati;2008;11;6;23;21.4;26.6;17.4;20.395833333333332
Cajati;2008;11;7;23;0.2;26.3;0.0;20.079166666666662
Cajati;2008;11;8;23;0.6000000000000001;29.0;0.0;21.183333333333334
Cajati;2008;11;9;23;0.0;29.1;18.2;22.524999999999995
Cajati;2008;12;1;23;0.0;31.9;16.0;23.316666666666666
Cajati;2008;12;10;23;3.5999999999999996;33.2;19.3;24.466666666666665
Cajati;2008;12;11;23;15.999999999999998;26.2;19.2;21.52916666666667
Cajati;2008;12;12;23;0.0;24.7;0.0;18.758333333333333
Cajati;2008;12;13;23;0.0;26.2;15.0;19.570833333333336
Cajati;2008;12;14;23;0.0;28.3;14.0;20.029166666666665
Cajati;2008;12;15;23;0.0;26.1;16.3;19.774999999999995
Cajati;2008;12;16;23;11.999999999999998;22.9;16.8;18.95
Cajati;2008;12;17;23;0.0;28.3;16.7;19.841666666666665
Cajati;2008;12;18;23;0.0;28.2;16.9;20.787499999999998
Cajati;2008;12;19;23;0.0;30.7;15.4;21.958333333333332
Cajati;2008;12;2;23;10.2;29.7;18.2;22.975000000000005
Cajati;2008;12;20;23;0.0;30.6;15.8;22.145833333333332
Cajati;2008;12;21;23;0.0;31.6;17.2;23.049999999999997
Cajati;2008;12;22;23;0.0;30.2;18.2;23.558333333333337
Cajati;2008;12;23;23;0.0;31.4;19.0;24.29583333333333
Cajati;2008;12;24;23;2.8;31.1;20.5;25.333333333333332
Cajati;2008;12;25;23;71.4;28.0;0.0;20.895833333333332
Cajati;2008;12;26;23;0.0;23.0;18.1;19.974999999999998
Cajati;2008;12;27;23;0.0;24.4;15.2;18.916666666666668
Cajati;2008;12;28;23;0.0;29.9;15.9;21.712500000000002
Cajati;2008;12;29;23;0.0;32.7;17.1;24.512500000000003
Cajati;2008;12;3;23;0.4;26.0;14.6;20.287500000000005
Cajati;2008;12;30;23;0.0;31.2;19.7;24.829166666666666
Cajati;2008;12;31;23;0.0;30.9;19.1;23.712500000000002
Cajati;2008;12;4;23;0.0;25.9;13.0;18.695833333333333
Cajati;2008;12;5;23;0.0;28.4;13.5;20.1125
Cajati;2008;12;6;23;0.0;30.5;0.0;20.483333333333327
Cajati;2008;12;7;23;0.0;32.0;0.0;20.258333333333336
Cajati;2008;12;8;23;0.0;33.9;15.1;24.350000000000005
Cajati;2008;12;9;23;0.0;34.0;18.3;26.00833333333334
Cajati;2008;2;1;23;0.0;29.2;17.2;22.591666666666665
Cajati;2008;2;10;23;0.0;28.7;19.1;22.562500000000004
Cajati;2008;2;11;23;0.0;27.9;19.2;22.129166666666674
Cajati;2008;2;12;23;0.0;30.4;19.2;23.16666666666667
Cajati;2008;2;13;23;0.0;30.9;19.0;23.750000000000004
Cajati;2008;2;14;23;0.0;29.4;18.7;22.862499999999997
Cajati;2008;2;15;23;0.0;25.5;18.3;21.54583333333333
Cajati;2008;2;16;23;0.0;28.9;18.8;22.441666666666674
Cajati;2008;2;17;23;0.0;29.5;19.1;22.337499999999995
Cajati;2008;2;18;23;0.0;29.7;18.6;22.850000000000005
Cajati;2008;2;19;23;0.0;28.1;18.1;22.295833333333334
Cajati;2008;2;2;23;0.0;31.6;17.6;24.175
Cajati;2008;2;20;23;0.0;28.9;19.3;22.758333333333336
Cajati;2008;2;21;23;0.0;27.4;0.0;17.666666666666668
Cajati;2008;2;22;23;0.0;29.4;18.8;22.333333333333332
Cajati;2008;2;23;23;0.0;25.6;19.7;21.666666666666675
Cajati;2008;2;24;23;0.0;25.9;20.3;22.09583333333333
Cajati;2008;2;25;23;0.0;27.4;18.2;21.92083333333333
Cajati;2008;2;26;23;0.0;28.2;17.5;21.73333333333333
Cajati;2008;2;27;23;0.0;27.6;18.2;21.883333333333336
Cajati;2008;2;28;23;0.0;26.4;17.3;21.341666666666665
Cajati;2008;2;29;23;0.0;25.0;17.7;20.604166666666668
Cajati;2008;2;3;23;0.0;30.5;19.3;24.191666666666674
Cajati;2008;2;4;23;0.0;26.5;18.8;21.6375
Cajati;2008;2;5;23;0.0;27.3;15.7;19.224999999999998
Cajati;2008;2;6;23;0.0;27.0;17.4;20.59166666666667
Cajati;2008;2;7;23;0.0;25.2;18.6;21.07916666666667
Cajati;2008;2;8;23;0.0;26.3;18.7;21.987499999999997
Cajati;2008;2;9;23;0.0;29.9;17.3;22.94583333333334
Cajati;2008;3;1;23;0.0;29.1;20.1;23.208333333333332
Cajati;2008;3;10;23;0.0;30.2;19.9;23.325000000000003
Cajati;2008;3;11;23;0.0;26.4;18.1;22.02916666666667
Cajati;2008;3;12;23;0.0;27.2;19.4;21.7375
Cajati;2008;3;13;23;0.0;24.1;19.3;20.64166666666667
Cajati;2008;3;14;23;0.0;24.2;16.8;19.93333333333333
Cajati;2008;3;15;23;0.0;22.9;16.0;18.608333333333338
Cajati;2008;3;16;23;0.0;24.7;15.3;18.9
